State	NPA-NXX	Ocn 	Company                                                     	RateCenter 	EffectiveDate	Use	AssignDate	Initial/Growth File Updated 01/16/2012
VA 	703-723	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-724	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-725	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-726	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-727	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	LEESBURG   	          	AS	          	  
VA 	703-728	6664	"SPRINT SPECTRUM L.P."                                      	LEESBURG   	          	AS	          	  
VA 	703-729	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-730	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	DALE CITY  	          	AS	          	  
VA 	703-731	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-732	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-733	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-734	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-735	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-736	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-737	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-738	4534	"PAETEC COMMUNICATIONS, INC. - VA"                          	WSNGTNZN17 	          	AS	          	  
VA 	703-739	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-740	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	WSNGTNZN08 	          	AS	          	  
VA 	703-741	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-742	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-743	7773	"COMCAST PHONE OF VIRGINIA, INC. - VA"                      	HAYMARKET  	          	AS	          	  
VA 	703-744	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-745	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	BRADDOCK   	          	AS	          	  
VA 	703-746	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-747	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-748	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-749	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-750	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-751	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-752	4725	"CAVALIER TELEPHONE, LLC"                                   	WSNGTNZN17 	          	AS	          	  
VA 	703-753	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	HAYMARKET  	          	AS	          	  
VA 	703-754	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	HAYMARKET  	          	AS	          	  
VA 	703-755	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-756	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-757	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-758	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-759	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-760	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-761	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-762	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-763	8825	"LEVEL 3 COMMUNICATIONS, LLC - VA"                          	DALE CITY  	          	AS	04/07/2006	I 
VA 	703-764	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-765	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-766	4725	"CAVALIER TELEPHONE, LLC"                                   	WSNGTNZN19 	          	AS	          	  
VA 	703-767	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-768	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-769	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-770	4155	"CAVALIER EAST LLC - VA"                                    	WSNGTNZN17 	          	AS	05/10/2001	  
VA 	703-771	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-772	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-773	4155	"CAVALIER EAST LLC - VA"                                    	HERNDON    	          	AS	02/27/2001	G 
VA 	703-774	7773	"COMCAST PHONE OF VIRGINIA, INC. - VA"                      	HERNDON    	          	AS	          	  
VA 	703-775	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	LORTONMTRO 	          	AS	          	  
VA 	703-776	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	06/01/2004	G 
VA 	703-777	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-778	4725	"CAVALIER TELEPHONE, LLC"                                   	WSNGTNZN08 	          	AS	          	  
VA 	703-779	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-780	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-781	9213	"VERIZON VIRGINIA, INC."                                    	ENGLESIDE  	          	AS	          	  
VA 	703-782	4005	"GLOBAL CROSSING TELEMANAGEMENT, INC.-VA"                   	ENGLESIDE  	          	AS	          	  
VA 	703-783	4970	"GLOBAL NAPS, INC. DBA GLOBAL NAPS SOUTH, INC. - VA"        	ENGLESIDE  	          	AS	          	  
VA 	703-784	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	TRIANGLE   	          	AS	          	  
VA 	703-785	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-786	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-787	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-788	4155	"CAVALIER EAST LLC - VA"                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-789	7773	"COMCAST PHONE OF VIRGINIA, INC. - VA"                      	MANASSAS   	          	AS	          	  
VA 	703-790	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-791	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	INDENDNTHL 	          	AS	          	  
VA 	703-792	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	MANASSAS   	          	AS	          	  
VA 	703-793	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-794	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	INDENDNTHL 	          	AS	          	  
VA 	703-795	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-796	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-797	4155	"CAVALIER EAST LLC - VA"                                    	WSNGTNZN08 	          	AS	05/10/2001	  
VA 	703-798	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-799	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-800	    	                                                            	           	          	UA	          	  
VA 	703-801	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-802	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-803	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-804	    	                                                            	           	          	UA	          	  
VA 	703-805	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-806	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-807	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-808	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-809	    	                                                            	           	          	UA	          	  
VA 	703-810	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-811	MULT	"MULTIPLE OCN LISTING"                                      	           	          	UA	          	  
VA 	703-812	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-813	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-814	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-815	9213	"VERIZON VIRGINIA, INC."                                    	BRADDOCK   	          	AS	          	  
VA 	703-816	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-817	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-818	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-819	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-820	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-821	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-822	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-823	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-824	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-825	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	BRADDOCK   	          	AS	          	  
VA 	703-826	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-827	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-828	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	BRADDOCK   	          	AS	          	  
VA 	703-829	8830	"STARPOWER COMMUNICATIONS, LLC - VA"                        	BRADDOCK   	          	AS	          	  
VA 	703-830	9213	"VERIZON VIRGINIA, INC."                                    	BRADDOCK   	          	AS	          	  
VA 	703-831	4005	"GLOBAL CROSSING TELEMANAGEMENT, INC.-VA"                   	BRADDOCK   	          	AS	          	  
VA 	703-832	4970	"GLOBAL NAPS, INC. DBA GLOBAL NAPS SOUTH, INC. - VA"        	BRADDOCK   	          	AS	          	  
VA 	703-833	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-834	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-835	8830	"STARPOWER COMMUNICATIONS, LLC - VA"                        	WSNGTNZN08 	          	AS	          	  
VA 	703-836	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-837	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-838	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-839	4820	"CAVALIER EAST LLC - MD"                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-840	4534	"PAETEC COMMUNICATIONS, INC. - VA"                          	LEESBURG   	          	AS	          	  
VA 	703-841	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-842	4534	"PAETEC COMMUNICATIONS, INC. - VA"                          	WSNGTNZN08 	          	AS	          	  
VA 	703-843	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	OCCOQUAN   	          	AS	          	  
VA 	703-845	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-846	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-847	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-848	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-849	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-850	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-851	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-852	7238	"MCI WORLDCOM COMMUNICATIONS, INC. - VA"                    	WSNGTNZN17 	          	AS	          	  
VA 	703-853	2700	"CTC COMMUNICATIONS CORP. - VA"                             	MANASSAS   	          	AS	06/13/2005	I 
VA 	703-854	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-855	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-856	6232	"NEXTEL COMMUNICATIONS, INC."                               	HERNDON    	          	AS	          	  
VA 	703-857	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	LEESBURG   	          	AS	          	  
VA 	703-858	9213	"VERIZON VIRGINIA, INC."                                    	LEESBURG   	          	AS	          	  
VA 	703-859	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	07/19/2006	G 
VA 	703-860	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-861	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-862	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-863	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-864	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-865	2554	"GLOBAL NAPS SOUTH, INC. - MD"                              	WSNGTNZN19 	          	AS	          	  
VA 	703-866	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-867	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-868	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-869	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-870	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	HERNDON    	          	AS	06/05/2006	G 
VA 	703-871	4155	"CAVALIER EAST LLC - VA"                                    	HERNDON    	          	AS	05/10/2001	  
VA 	703-872	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-873	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-874	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-875	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-876	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-877	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-878	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	DALE CITY  	          	AS	          	  
VA 	703-879	7421	"AT&T LOCAL"                                                	WSNGTNZN08 	          	AS	          	  
VA 	703-880	4534	"PAETEC COMMUNICATIONS, INC. - VA"                          	HERNDON    	          	AS	          	  
VA 	703-881	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	MANASSAS   	          	AS	          	  
VA 	703-882	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-883	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-884	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	TRIANGLE   	          	AS	          	  
VA 	703-885	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	HERNDON    	          	AS	          	  
VA 	703-886	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	LEESBURG   	          	AS	          	  
VA 	703-887	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-888	1958	"ATX TELECOMMUNICATIONS SERVICES, LTD"                      	WSNGTNZN08 	          	AS	05/02/2006	I 
VA 	703-889	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	08/18/2005	G 
VA 	703-890	4160	"ALLEGIANCE TELECOM OF VIRGINIA, INC."                      	WSNGTNZN19 	          	AS	          	  
VA 	703-891	4160	"ALLEGIANCE TELECOM OF VIRGINIA, INC."                      	WSNGTNZN17 	          	AS	          	  
VA 	703-892	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-893	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-894	4160	"ALLEGIANCE TELECOM OF VIRGINIA, INC."                      	WSNGTNZN08 	          	AS	          	  
VA 	703-895	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	MANASSAS   	          	AS	08/29/2002	I 
VA 	703-896	4820	"CAVALIER EAST LLC - MD"                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-897	0233	"VERIZON SOUTH INC.-VA (CONTEL)"                            	DALE CITY  	          	AS	          	  
VA 	703-898	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSNGTNZN08 	          	AS	          	  
VA 	703-899	6664	"SPRINT SPECTRUM L.P."                                      	WSNGTNZN17 	          	AS	          	  
VA 	703-900	    	                                                            	           	          	UA	          	  
VA 	703-901	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-902	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-903	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-904	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-905	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-906	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSNGTNZN08 	          	AS	          	  
VA 	703-907	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-908	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-909	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-910	4725	"CAVALIER TELEPHONE, LLC"                                   	OCCOQUAN   	          	AS	04/05/2006	I 
VA 	703-911	MULT	"MULTIPLE OCN LISTING"                                      	           	          	UA	          	  
VA 	703-912	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-913	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-914	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-915	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-916	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-917	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-918	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-919	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-920	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-921	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-922	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-923	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-924	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-925	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-926	6232	"NEXTEL COMMUNICATIONS, INC."                               	HERNDON    	          	AS	          	  
VA 	703-927	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-928	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSNGTNZN08 	          	AS	          	  
VA 	703-929	6232	"NEXTEL COMMUNICATIONS, INC."                               	WSNGTNZN08 	          	AS	          	  
VA 	703-930	6232	"NEXTEL COMMUNICATIONS, INC."                               	HERNDON    	          	AS	          	  
VA 	703-931	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-932	6232	"NEXTEL COMMUNICATIONS, INC."                               	HERNDON    	          	AS	          	  
VA 	703-933	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-934	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-935	4970	"GLOBAL NAPS, INC. DBA GLOBAL NAPS SOUTH, INC. - VA"        	HERNDON    	          	AS	          	  
VA 	703-936	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	UA	          	  
VA 	703-937	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-938	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-939	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	HERNDON    	          	AS	12/06/2007	G 
VA 	703-940	4970	"GLOBAL NAPS, INC. DBA GLOBAL NAPS SOUTH, INC. - VA"        	WSNGTNZN17 	          	AS	          	  
VA 	703-941	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-942	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-943	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	HERNDON    	          	AS	          	  
VA 	703-944	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	WSNGTNZN19 	          	AS	          	  
VA 	703-945	4534	"PAETEC COMMUNICATIONS, INC. - VA"                          	WSNGTNZN08 	          	AS	          	  
VA 	703-946	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-947	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-948	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-949	7529	"TELEPORT COMMUNICATIONS GROUP, INC. - DC"                  	HERNDON    	          	AS	01/17/2011	G 
VA 	703-950	MULT	"MULTIPLE OCN LISTING"                                      	           	          	UA	          	  
VA 	703-951	4160	"ALLEGIANCE TELECOM OF VIRGINIA, INC."                      	BRADDOCK   	          	AS	          	  
VA 	703-952	4160	"ALLEGIANCE TELECOM OF VIRGINIA, INC."                      	ENGLESIDE  	          	AS	          	  
VA 	703-953	6855	"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"              	HERNDON    	          	AS	08/30/2005	I 
VA 	703-954	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	UA	          	  
VA 	703-955	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	HERNDON    	          	AS	03/28/2005	G 
VA 	703-956	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	HERNDON    	          	AS	01/07/2005	G 
VA 	703-957	8357	"US LEC OF VIRGINIA, LLC"                                   	ARCOLA     	          	AS	02/11/2005	I 
VA 	703-958	MULT	"MULTIPLE OCN LISTING"                                      	           	          	UA	          	  
VA 	703-959	MULT	"MULTIPLE OCN LISTING"                                      	           	          	UA	          	  
VA 	703-960	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-961	9213	"VERIZON VIRGINIA, INC."                                    	HERNDON    	          	AS	          	  
VA 	703-962	7229	"MCIMETRO ACCESS TRANSMISSION SERVICES LLC"                 	WSNGTNZN17 	          	AS	          	  
VA 	703-963	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-964	4160	"ALLEGIANCE TELECOM OF VIRGINIA, INC."                      	HERNDON    	          	AS	          	  
VA 	703-965	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-966	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-967	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-968	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
VA 	703-969	6827	"CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA"              	WSNGTNZN08 	          	AS	          	  
VA 	703-970	4155	"CAVALIER EAST LLC - VA"                                    	WSNGTNZN17 	          	AS	          	  
VA 	703-971	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-972	8865	"BROADWING COMMUNICATIONS, LLC - VA"                        	DULLESMTRO 	          	AS	          	  
VA 	703-973	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-974	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN08 	          	AS	          	  
VA 	703-975	4036	"NEW CINGULAR WIRELESS PCS, LLC - DC"                       	WSNGTNZN08 	          	AS	          	  
VA 	703-976	    	                                                            	           	          	UA	          	  
VA 	703-977	8605	"MTE, INC. DBA MTE PAGING NETWORK"                          	WSNGTNZN08 	          	AS	          	  
VA 	703-978	9213	"VERIZON VIRGINIA, INC."                                    	WSNGTNZN19 	          	AS	          	  
